unique_id,hurst,series_length,unitroot_pp,unitroot_kpss,hw_alpha,hw_beta,hw_gamma,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nonlinearity,lumpiness,alpha,beta,arch_acf,garch_acf,arch_r2,garch_r2,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,model_rank,ensemble_size
realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.5427129994966312,4032,-4111.795313071621,0.2098194373150665,8.965783917133766e-07,5.825582503900641e-07,2.5099078762375822e-06,0.00208429876587001,1,288,0.0031921543452096968,4.709947319303425e-06,1.237211668641426,1.0750430412235708,-0.15549941271152934,0.043110351230156406,0.2992914681568122,152,157,0.0024262658559423456,0.5203315339560188,1.0717976005684804,0.12654850280892374,0.06619104479035523,0.2821005243051478,1.4901161199148772e-08,7.597247484961337e-09,,,,,290,0.938935086666474,572,0.0001327717788653926,-0.04014193120857882,0.002775559959744062,-0.5080709423061779,0.2601785048040708,-0.6652300898313415,0.468611887322691,0.10938906030188565,"['arima', 'xgboost', 'exponential_smoothing']",1.0
realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,,4032,-5479.608260171664,2.0763311820079386,0.07161681143498859,9.947450781303465e-12,4.68958141754256e-13,0.014688101926850201,1,288,0.04208637949200411,8.882955737764897e-08,3.895185034070407,-3.5409147486971877,-0.07014395951953376,0.1581672367940884,0.6686989724869663,153,242,0.027829767025119554,1.0113445364249032,1.4006710161453173,0.07023199620834246,0.029476706929572705,0.017492402163339877,0.006071010874818586,0.0,,,,,5,0.5759287469459744,2248,0.039872992569101484,-0.11757418675445247,0.44655623939167055,-0.5809169179256995,1.1083689732416837,-0.7311364115828369,1.6819244805594669,0.5710834148571152,"['exponential_smoothing', 'arima', 'xgboost']",1.0
realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,1.5925827679564721,4032,-6910.2533904271295,31.742803145346777,0.02078784869455046,0.02078767319316185,0.0,0.5619322237950267,1,288,0.5963482308626967,3.0898901128220475e-08,-43.0210874425853,-8.639987693820986,-0.5177538041694059,1.4536334612223683,0.22506496420436528,146,121,0.9719233004621434,1.1801322847965503,1.7422018611868397,-0.01603278135314509,0.9443879779712873,0.07282732126055629,0.0197175961132672,0.0197175961132672,,,,,9,0.5388406168726756,1533,0.30155703275933066,0.3033695148634639,2.948069096794204,-0.6802165537098553,1.8426742185842855,-0.7334401496612841,2.022622005307259,0.41318241600778716,"['exponential_smoothing', 'xgboost', 'arima']",3.0
realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.9508799946436095,4032,-654.9995573779287,0.48921459756920915,0.9999121020842745,3.7946989759858037e-06,1.9838200797772032e-07,0.07676587358119934,1,288,0.11337157473364479,1.382377254798452e-07,1.4591719135623988,-0.954877304641748,0.7945558073856638,1.0521356745113044,0.2651945491804676,48,102,0.733038324031012,0.07372132650064182,0.37176121899465264,0.028987867607908918,0.0675047882356311,0.35527234800926516,0.9999999850988388,5.7420679896504046e-11,,,,,505,0.8080562416556573,1691,0.5875770797250133,0.8185537209417983,1.3264049288676767,0.12396878843172919,0.0982484012183813,-0.37121899971590006,0.19293686364821852,0.1161303602884762,"['arima', 'exponential_smoothing', 'xgboost']",1.0
realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,1.023656473954012,4034,-62.56596796609275,1.4513615129114226,0.6450128067485597,3.5416160241204535e-09,1.2187037082767218e-06,0.48268116409180933,1,288,0.5817252625370481,1.0002690458227877e-07,-3.1694226181762777,16.653291596441804,0.9377536144025531,7.247424408797622,0.2300961803787852,2,49,1.0366403936681723,0.1080179022311867,0.740144252263004,0.008338204890354252,1.2488469427145727,3.6194128365207274,0.6364774533950636,0.0,,,,,320,0.49305001678363136,851,0.9702677982932681,0.9691113965622902,8.553823304562158,-0.2784673373010875,0.08479641186479897,-0.5851805144819862,0.3513708220558958,0.012095609391586066,"['exponential_smoothing', 'arima', 'xgboost']",3.0
realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,1.0899138369892354,4037,-8.20283825666585,12.161875450466308,0.43530971285844766,9.016226716671967e-11,9.422138680139953e-08,0.834826560396643,1,288,0.9302702571325717,1.3695757926818387e-09,34.41739212553358,31.332206544388526,0.8796698627629855,6.663387732808101,0.2751838258584828,126,124,1.2233106797319722,0.31497263090077904,0.9936310971092248,0.014973600517158266,1.9399498959005792,0.3459365697417952,0.4197914640968924,3.0780295080835634e-13,,,,,456,0.3101881348747653,1638,0.9963745842434426,0.9881327049683858,9.56790901440515,-0.4917512334611386,0.2792534650910283,-0.6809117750350515,0.5292295487323544,0.32024877980237093,"['xgboost', 'exponential_smoothing', 'arima']",3.0
realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,,4032,-4057.12791414554,0.04531921711327813,1.6866883857816357e-05,1.1606827253914871e-05,4.175972792691858e-06,0.00014711696860914323,1,288,0.00021668567863242227,4.982014148882278e-06,-0.6149962459781284,0.0910034979707499,-0.11491075050227763,0.03363442556704627,0.33551413521862583,155,158,0.002553127202784605,0.5208910817692336,1.0770421746926728,0.19553375373814008,0.10293348659961432,0.00785163161792145,1.4901161193847656e-08,3.2611490861033956e-14,,,,,303,0.9382797078754588,2207,0.00014772207436708484,-0.0374440664050902,0.0030415399687376728,-0.5042697938489812,0.2551900616492073,-0.6656399724866253,0.46997472248676037,0.20040028246569347,"['exponential_smoothing', 'xgboost', 'arima']",1.0
realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.8026161937864312,4032,-992.7870917230559,0.2008761705406691,0.9998869259957198,8.837180684761117e-07,1.6968697341599576e-07,0.029571668992147224,1,288,0.05051267592713404,4.1713635697067795e-07,0.5188084050195668,-0.7639938336250476,0.7040007607813217,0.6884326322723648,0.25987215361832294,134,128,0.6592809021014602,0.19231220958254908,0.4618017057053321,0.011612258409059526,0.21733400264581307,0.34829167462478866,0.9999999802261551,2.578467710556655e-08,,,,,777,0.8469094274619436,769,0.36637802869784475,0.7262027011972055,0.8960812425131152,0.0860534615555399,0.18867889405169283,-0.32659452578292325,0.24723224662563772,0.08455448840053806,"['arima', 'exponential_smoothing', 'xgboost']",1.0
realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,,4730,-3490.5999931874426,1.035370757167969,0.021986000682029223,0.0,0.0,0.018448368802121952,1,288,0.03257341398158098,1.7935773458768497e-06,3.4830630924174253,-2.680187892093308,0.2201683648812397,0.06555164814896483,0.19425096550756693,183,86,0.06299158788199778,0.3096905527124137,0.8514014062433317,0.0176068425340912,2.697195932107704,1.138475385440795,0.032150111377866206,0.0,,,,,573,0.9251699317293798,228,0.07836261884863471,0.250537880502098,0.07700810440855171,-0.3695803108457693,0.1543783679706466,-0.5969253182020068,0.3772584051444945,0.018928579212659405,"['exponential_smoothing', 'xgboost', 'arima']",3.0
realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,,4032,-3277.1463178943623,0.3743189871996499,0.18967214367114563,0.0,0.0,0.029484139897955845,1,288,0.048799354120767746,1.1148739808335522e-06,0.7948723070579654,-1.5902551525138118,0.3358008152559333,0.21619006998516374,0.2249156842533373,47,3,0.16058012722232776,0.300444342379395,0.8697186512495994,-0.0036547442243369324,1.2046986547680676,0.8028856738700438,0.19747412654021226,1.7914925559422447e-13,,,,,507,0.9129834458753547,424,0.0952762714382045,0.36703043739845015,0.31584963164832,-0.40764150774672314,0.1843790950928065,-0.6297719056827996,0.4326137591834912,0.045451914952732674,"['exponential_smoothing', 'arima', 'xgboost']",1.0
