unique_id,hurst,series_length,unitroot_pp,unitroot_kpss,hw_alpha,hw_beta,hw_gamma,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nonlinearity,lumpiness,alpha,beta,arch_acf,garch_acf,arch_r2,garch_r2,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,model_rank
realAdExchange/exchange-2_cpc_results.csv,0.9061138912510739,1648,-291.651096435185,3.322436283063206,0.6629546667186209,3.6896814363787024e-10,2.1779510524081657e-10,0.16441204248453167,1,288,0.48403505657778034,2.544119137385589e-08,11.795800615407922,-2.4028965602255954,0.6483816361251988,0.911623401662086,0.81239442010717,9,244,0.7459469381482472,0.027200753740178996,0.4448485751824925,0.01550062750860975,0.32045322824598654,0.07070026979918882,0.9999999850970887,4.962734611424885e-14,,,,,20,0.5234558160846461,219,0.33375134025522923,0.8445598403733473,1.723963855944672,0.019726552441823888,0.03304779683005985,-0.47420038127165076,0.24725850638869556,0.5335639597016011,"['exponential_smoothing', 'xgboost', 'arima']"
realAdExchange/exchange-2_cpm_results.csv,0.7204250877514352,1648,-352.4079109821021,0.6888897738283026,0.4138180009698802,1.1548908561059685e-09,1.3226196826231789e-09,0.04131771903476373,1,288,0.20669560296403866,6.525636427495593e-08,4.616676925440137,1.8094259314678274,0.42454616750612734,0.3438575581227824,0.8403953947904272,131,172,0.7824214093197341,0.03297561270243389,0.5796841923326372,-0.010624419757470829,0.3533255755741019,0.05424617113379845,0.8955470994955821,4.214612618739802e-19,,,,,16,0.4836813576729133,228,0.2706012771518538,0.8230619560801333,2.0403373829627443,-0.12253746081150046,0.06692797866875796,-0.5905944071712041,0.35998720866753126,0.6018381197966746,"['exponential_smoothing', 'xgboost', 'arima']"
realAdExchange/exchange-3_cpc_results.csv,0.8274096175229032,1647,-689.7020897714726,0.7844059888284777,0.2486063059787165,0.0,0.0,0.07298715860099882,1,288,0.1282226603400457,4.333424138846682e-06,-2.344296092938664,8.364619300685323,0.42308862354201976,0.25447061039629754,0.5036052229396333,180,24,0.3796401470476601,0.14608737700671637,0.655175511364803,-0.054273356204452304,0.5134983123394817,0.4140122084790602,0.5983256411165077,1.4320436656821656e-08,,,,,35,0.8139927158206471,361,0.24324116800503504,0.5959220831001423,0.603031039179085,-0.17690224006260138,0.10197126446018949,-0.46651899177229805,0.2704920810940236,0.1558106145700914,"['exponential_smoothing', 'xgboost', 'arima']"
realAdExchange/exchange-3_cpm_results.csv,0.8989960542180044,1647,-377.5375958320331,3.913879296032898,0.7163215326581795,6.293204763478287e-10,1.216725515903098e-10,0.1435550974561427,1,288,0.41356021740617765,2.4648227824585234e-06,9.544831947961772,12.957685595058848,0.5391855180535916,0.40442571710541725,0.6595698726364194,43,8,0.5919573780835637,0.0442615476773834,0.4968444804949563,0.009494284905379997,1.7579945494149807,0.272550761594174,0.9136562195851894,0.0,,,,,24,0.6626370866372624,257,0.09889845963962696,0.7647789889629877,1.2480047492515045,-0.058559624280247566,0.040519056878225775,-0.4546389290983237,0.21787847862475954,0.290426742088553,"['exponential_smoothing', 'xgboost', 'arima']"
realAdExchange/exchange-4_cpc_results.csv,0.5203170347094678,1647,-1862.1386734271355,1.7270239678603703,0.014715139252778068,1.6007494983390345e-13,4.137589410573686e-09,0.026715952933740836,1,288,0.0390674769206284,2.4168734225737453e-05,4.808358797302425,1.054506354439513,-0.07546817802551845,0.03108933685343752,0.3742053215972494,254,254,0.028190431555952175,0.526489620716204,1.1054425029996466,-0.01152823959933094,0.3445671808260421,1.9627804169161118,0.012079784330302771,0.0,,,,,712,0.9415419602349185,287,0.003958304703195359,0.040632547303005265,0.03279227473665371,-0.5045764199477595,0.26365805342689275,-0.6708984850309148,0.4922394673623084,-0.0005946794406732617,"['exponential_smoothing', 'xgboost', 'arima']"
realAdExchange/exchange-4_cpm_results.csv,0.39077921472744315,1647,-1839.697103242616,0.1817364495468959,0.00627525291873889,2.636699543535183e-12,5.935963737083376e-15,0.011182966036454422,1,288,0.013752966437319825,1.4728313848112248e-05,0.9801685451265949,1.640954461695964,-0.05489327114612233,0.03618727681559579,0.4168904300795093,254,254,0.024305526104306398,0.5263974649441728,1.110011427834741,-0.020631958318316757,0.27874402240223034,1.9214033084688023,1.49533891903858e-08,3.7487760989015244e-10,,,,,488,0.9437882303096667,315,0.005726542388881262,0.030553139597228766,0.026502795536603795,-0.5042103753094345,0.2633399361859661,-0.6711905364831943,0.49480373606819034,6.0121828757375e-05,"['xgboost', 'exponential_smoothing', 'arima']"
realKnownCause/ambient_temperature_system_failure.csv,1.085836179379277,7888,-157.61917996858935,15.83297466944166,0.7015086713863264,2.8618793770037976e-05,0.00011335255013952845,0.6982386871199174,1,288,0.7524011638015857,2.585417520309261e-09,-27.856182234518016,-55.60562610912464,0.9250025190565381,6.226974300079479,0.2501274057790529,233,170,1.052753973295674,0.09798266821966671,0.7582233738149148,-0.014149452630314394,0.004126119112494814,0.04347619342981793,0.7761962215524112,6.655511304412061e-15,,,,,175,0.3227910693311528,501,0.9182061662935357,0.9773104756047644,8.132260405989806,-0.26822068642655655,0.09955857405032106,-0.6454635739048381,0.44341383300189485,0.5233745931412471,"['exponential_smoothing', 'xgboost', 'arima']"
realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.6451241733343538,18050,-10076.27386497243,8.482092583543741,0.06192352909781185,8.214642308314463e-18,0.36023475395980825,0.07755582404657271,1,288,0.42695093513874605,1.196443658320888e-09,12.600784968376388,8.679576230078919,0.3424305291623465,0.13919102149325666,0.833031886079948,144,283,0.216051670006684,0.20135650697320384,0.6520770529666366,-0.021727520902938398,1.885469757033731,0.23305643347696553,0.020525717744964523,1.9970736803911193e-19,,,,,167,0.4730435714940197,5441,0.6561130881472623,0.4343718093289833,0.20267320972652347,-0.16587194937651514,0.1592999889185577,-0.4632575291479443,0.24108734192429898,0.7551767919293298,"['exponential_smoothing', 'arima', 'xgboost']"
realKnownCause/ec2_request_latency_system_failure.csv,0.9945410465067698,4033,-7018.692275506031,1.3977337163197605,0.02698962004678785,2.8340263630744938e-09,5.228336584331704e-06,0.05518242835178523,1,288,0.08812376430537938,2.5735115804052465e-06,3.240141273585543,0.004020194943956066,-0.2202547908567928,0.11298280297369355,0.29823693510272153,229,287,0.09224665827593655,0.753316597693405,1.0448347146875847,0.02790146601998127,0.24498083121526856,0.510129466649113,0.030871350752073375,1.0335469739455385e-11,,,,,29,0.8931538527173313,2275,0.04581603921194277,-0.14143758325738637,0.17678342546047635,-0.6199461547464467,0.49330960591815265,-0.7186195947843553,0.675912997221913,0.09325324206378599,"['exponential_smoothing', 'xgboost', 'arima']"
realKnownCause/machine_temperature_system_failure.csv,0.8368400214710476,22683,-85.7402747883114,2.419612240112364,0.7194019765462089,0.10952685982605145,0.0011334052957048914,0.7228339371445279,1,288,0.8357418203474292,4.4296611154141267e-10,-3.883659081173626,-3.3412763779703285,0.9837616904182995,8.466783292018299,0.2303375109031912,272,185,1.0896799921121498,0.1042995476845229,0.7770004774715216,-0.000534678267118826,0.02529436766094049,0.35725690196016585,0.7174552476506143,0.10958410061346902,,,,,602,0.4571438816444406,975,0.9933675174826428,0.9969049903129346,9.686593426785265,-0.2459704098341955,0.09110879158846058,-0.640907830932465,0.4323983002493999,0.3032688976588209,"['arima', 'exponential_smoothing', 'xgboost']"
